MACHINE: C:\Users\lucas\Desktop\BOXSIM\sphere_mu_10294.m
DATE: 25-Jan-2024
1843 8446 1
    1.4678173782E-17     2.6868216885E-17    -5.0000000000E-01
    1.4678173782E-17     2.6868216885E-17     5.0000000000E-01
    3.1288795004E-02     5.7273755081E-02     4.9572243069E-01
    6.2042230050E-02     1.1356754033E-01     4.8296291314E-01
    9.1734105338E-02     1.6791815348E-01     4.6193976626E-01
    1.1985638465E-01     2.1939564047E-01     4.3301270189E-01
    1.4592788799E-01     2.6711920722E-01     3.9667667015E-01
    1.6950252471E-01     3.1027229028E-01     3.5355339059E-01
    1.9017692624E-01     3.4811652843E-01     3.0438071450E-01
    2.0759734783E-01     3.8000439626E-01     2.5000000000E-01
    2.2146572124E-01     4.0539028351E-01     1.9134171618E-01
    2.3154475476E-01     4.2383983062E-01     1.2940952255E-01
    2.3766199333E-01     4.3503736071E-01     6.5263096110E-02
    2.3971276930E-01     4.3879128095E-01    -3.8285889216E-16
    2.3766199333E-01     4.3503736071E-01    -6.5263096110E-02
    2.3154475476E-01     4.2383983062E-01    -1.2940952255E-01
    2.2146572124E-01     4.0539028351E-01    -1.9134171618E-01
    2.0759734783E-01     3.8000439626E-01    -2.5000000000E-01
    1.9017692624E-01     3.4811652843E-01    -3.0438071450E-01
    1.6950252471E-01     3.1027229028E-01    -3.5355339059E-01
    1.4592788799E-01     2.6711920722E-01    -3.9667667015E-01
    1.1985638465E-01     2.1939564047E-01    -4.3301270189E-01
    9.1734105338E-02     1.6791815348E-01    -4.6193976626E-01
    6.2042230050E-02     1.1356754033E-01    -4.8296291314E-01
    3.1288795004E-02     5.7273755081E-02    -4.9572243069E-01
   -3.1288795004E-02    -5.7273755081E-02     4.9572243069E-01
   -6.2042230050E-02    -1.1356754033E-01     4.8296291314E-01
   -9.1734105338E-02    -1.6791815348E-01     4.6193976626E-01
   -1.1985638465E-01    -2.1939564047E-01     4.3301270189E-01
   -1.4592788799E-01    -2.6711920722E-01     3.9667667015E-01
   -1.6950252471E-01    -3.1027229028E-01     3.5355339059E-01
   -1.9017692624E-01    -3.4811652843E-01     3.0438071450E-01
   -2.0759734783E-01    -3.8000439626E-01     2.5000000000E-01
   -2.2146572124E-01    -4.0539028351E-01     1.9134171618E-01
   -2.3154475476E-01    -4.2383983062E-01     1.2940952255E-01
   -2.3766199333E-01    -4.3503736071E-01     6.5263096110E-02
   -2.3971276930E-01    -4.3879128095E-01    -3.8285889216E-16
   -2.3766199333E-01    -4.3503736071E-01    -6.5263096110E-02
   -2.3154475476E-01    -4.2383983062E-01    -1.2940952255E-01
   -2.2146572124E-01    -4.0539028351E-01    -1.9134171618E-01
   -2.0759734783E-01    -3.8000439626E-01    -2.5000000000E-01
   -1.9017692624E-01    -3.4811652843E-01    -3.0438071450E-01
   -1.6950252471E-01    -3.1027229028E-01    -3.5355339059E-01
   -1.4592788799E-01    -2.6711920722E-01    -3.9667667015E-01
   -1.1985638465E-01    -2.1939564047E-01    -4.3301270189E-01
   -9.1734105338E-02    -1.6791815348E-01    -4.6193976626E-01
   -6.2042230050E-02    -1.1356754033E-01    -4.8296291314E-01
   -3.1288795004E-02    -5.7273755081E-02    -4.9572243069E-01
    5.9746767188E-02    -2.6426297469E-02     4.9571360140E-01
    1.8140691975E-01     2.1137465886E-01    -4.1522558093E-01
    1.7917750265E-01     2.1085757659E-01     4.1645468533E-01
   -1.4970819301E-01    -3.8930803666E-01    -2.7572941362E-01
    2.8326688153E-01     4.0045816824E-01    -9.6918157850E-02
   -1.7586083304E-01    -4.3996947598E-01     1.5968665444E-01
    3.2063107682E-03    -1.1218926787E-01    -4.8724048246E-01
    3.2063107685E-03    -1.1218926787E-01     4.8724048246E-01
    2.7816395569E-01     3.8324199510E-01     1.6046927103E-01
    1.3485402874E-01     1.1767820265E-01    -4.6686853776E-01
   -1.0448672292E-01    -3.2413541611E-01     3.6608572323E-01
   -8.2649888150E-02    -2.6934798583E-01    -4.1306253585E-01
   -1.8282489759E-01    -4.5513364422E-01    -9.7100065485E-02
    9.6136390823E-02     5.7918102645E-02     4.8724048246E-01
    2.4796972179E-01     3.3578087955E-01    -2.7524937421E-01
    7.5846453576E-02    -1.3159397079E-03    -4.9421208381E-01
   -1.3861725179E-01    -3.9112073899E-01     2.7894412530E-01
    2.5465653846E-01     3.3680179352E-01     2.6779581644E-01
    2.8703309076E-01     4.0811283945E-01     3.2494846956E-02
   -1.8537678029E-01    -4.6322666074E-01     3.2504001400E-02
   -5.5669403590E-02    -2.1996054011E-01     4.4555390055E-01
    2.6222080080E-01     3.6514569676E-01    -2.1888095341E-01
    3.0066687526E-01     3.1782949508E-01    -2.4204099275E-01
    2.8438244576E-01     2.8518947316E-01    -2.9629982947E-01
    3.3510002406E-01     2.6539060140E-01    -2.5937579410E-01
    3.1594256364E-01     2.3005878918E-01    -3.1185453339E-01
    3.4845215165E-01     2.9522003202E-01    -2.0353434772E-01
    2.6284398000E-01     2.4796984194E-01    -3.4557777658E-01
    2.9191864293E-01     1.9078454634E-01    -3.5830819525E-01
    2.2906053378E-01     3.0010174667E-01    -3.2782649910E-01
    2.7385900231E-01     3.8662988501E-01    -1.5974535633E-01
    3.2325630626E-01     3.6028384318E-01    -1.2530328330E-01
    3.3023992343E-01     3.7014182279E-01    -6.2742521428E-02
    3.6845027335E-01     3.2602095003E-01    -8.9189327903E-02
    3.7747389181E-01     2.4351918192E-01    -2.1957201334E-01
    3.4295285899E-01     1.7146583588E-01    -3.2090933865E-01
    3.1565716755E-01     1.3023682580E-01    -3.6523817130E-01
    3.7171247745E-01     3.3327771991E-01    -2.7491735468E-02
    4.0630224254E-01     2.8653428988E-01    -5.3071540685E-02
    4.0645045706E-01     2.9108167159E-01     8.3358513036E-03
    3.6917535404E-01     3.3520621005E-01     3.6692706541E-02
    4.0022656537E-01     2.9077606729E-01     7.2580817438E-02
    4.3445250090E-01     2.4375881187E-01     4.2809649581E-02
    4.2465000452E-01     2.4110683326E-01     1.0742378051E-01
    4.5522542758E-01     1.9193377399E-01     7.7014521268E-02
    3.6331769895E-01     1.0922348718E-01    -3.2568463193E-01
    4.4160271659E-01     1.8749463762E-01     1.4082897985E-01
    4.6790100611E-01     1.3745704706E-01     1.1033679664E-01
    4.5079370217E-01     1.3085975185E-01     1.7222300493E-01
    4.7279727586E-01     8.0277874627E-02     1.4148568404E-01
    4.5206519496E-01     7.2174332321E-02     2.0106696711E-01
    4.7086293816E-01     1.9572844825E-02     1.6704788898E-01
    4.4637367573E-01     1.1911567428E-02     2.2496367746E-01
    4.6066967524E-01    -4.0491884526E-02     1.9011537970E-01
    4.8213945540E-01    -2.9441923083E-02     1.2913062655E-01
    4.6707172345E-01    -9.2628132127E-02     1.5252552014E-01
    4.4308971308E-01    -9.9980574525E-02     2.0898658063E-01
