MACHINE: C:\Users\lucas\Desktop\BOXSIM\hollow_sphere_mu_10085.m
DATE: 26-Jan-2024
1844 7803 1
    6.1230317691E-17     0.0000000000E+00    -1.0000000000E+00
    6.1230317691E-17     0.0000000000E+00     1.0000000000E+00
    3.0615158846E-17     0.0000000000E+00    -5.0000000000E-01
    3.0615158846E-17     0.0000000000E+00     5.0000000000E-01
    1.3052619222E-01     0.0000000000E+00    -9.9144486137E-01
    2.5881904510E-01     0.0000000000E+00    -9.6592582629E-01
    3.8268343237E-01     0.0000000000E+00    -9.2387953251E-01
    5.0000000000E-01     0.0000000000E+00    -8.6602540378E-01
    6.0876142901E-01     0.0000000000E+00    -7.9335334029E-01
    7.0710678119E-01     0.0000000000E+00    -7.0710678119E-01
    7.9335334029E-01     0.0000000000E+00    -6.0876142901E-01
    8.6602540378E-01     0.0000000000E+00    -5.0000000000E-01
    9.2387953251E-01     0.0000000000E+00    -3.8268343237E-01
    9.6592582629E-01     0.0000000000E+00    -2.5881904510E-01
    9.9144486137E-01     0.0000000000E+00    -1.3052619222E-01
    1.0000000000E+00     0.0000000000E+00     2.6378899065E-15
    9.9144486137E-01     0.0000000000E+00     1.3052619222E-01
    9.6592582629E-01     0.0000000000E+00     2.5881904510E-01
    9.2387953251E-01     0.0000000000E+00     3.8268343237E-01
    8.6602540378E-01     0.0000000000E+00     5.0000000000E-01
    7.9335334029E-01     0.0000000000E+00     6.0876142901E-01
    7.0710678119E-01     0.0000000000E+00     7.0710678119E-01
    6.0876142901E-01     0.0000000000E+00     7.9335334029E-01
    5.0000000000E-01     0.0000000000E+00     8.6602540378E-01
    3.8268343237E-01     0.0000000000E+00     9.2387953251E-01
    2.5881904510E-01     0.0000000000E+00     9.6592582629E-01
    1.3052619222E-01     0.0000000000E+00     9.9144486137E-01
    1.2940952255E-01     0.0000000000E+00    -4.8296291314E-01
    2.5000000000E-01     0.0000000000E+00    -4.3301270189E-01
    3.5355339059E-01     0.0000000000E+00    -3.5355339059E-01
    4.3301270189E-01     0.0000000000E+00    -2.5000000000E-01
    4.8296291314E-01     0.0000000000E+00    -1.2940952255E-01
    5.0000000000E-01     0.0000000000E+00     1.3189449533E-15
    4.8296291314E-01     0.0000000000E+00     1.2940952255E-01
    4.3301270189E-01     0.0000000000E+00     2.5000000000E-01
    3.5355339059E-01     0.0000000000E+00     3.5355339059E-01
    2.5000000000E-01     0.0000000000E+00     4.3301270189E-01
    1.2940952255E-01     0.0000000000E+00     4.8296291314E-01
    5.5489248966E-01     1.1376476780E-01     8.2410673006E-01
    9.9183746884E-01     1.0977442368E-01     6.4869186083E-02
    4.3585558571E-01     1.1792494430E-01    -8.9225759505E-01
    7.4664160393E-01     1.1776816786E-01    -6.5471900379E-01
