  0.3604572E-01, -0.1628614E-01,  0.1103295E+01
  0.3604572E-01, -0.1628614E-01,  0.1103295E+01
  0.3604572E-01, -0.1628614E-01,  0.1103295E+01
  0.3604572E-01, -0.1628614E-01,  0.1103295E+01
  0.3604572E-01, -0.1628614E-01,  0.1103295E+01
  0.3604572E-01, -0.1628614E-01,  0.1103295E+01
  0.6519827E-01, -0.7840567E-02,  0.1027438E+01
  0.5351379E-01,  0.5123943E-01,  0.1044524E+01
 -0.1262739E-01,  0.1145339E+00,  0.1085016E+01
 -0.1224294E+00, -0.5973695E-01,  0.1122422E+01
 -0.1480303E-01, -0.7860690E-01,  0.1044037E+01
  0.4064253E-01, -0.5309530E-01,  0.1028598E+01
  0.3597996E-01, -0.8897312E-02,  0.9531093E+00
  0.3651407E-01,  0.4361101E-01,  0.9693389E+00
 -0.2080074E-01,  0.5606398E-01,  0.9618533E+00
 -0.7670874E-01, -0.7184291E-02,  0.9617330E+00
 -0.9922400E-02, -0.4842685E-01,  0.9648992E+00
  0.2541960E-01, -0.2881762E-01,  0.9542635E+00
 -0.9373606E-01, -0.3873019E-02,  0.9585236E+00
 -0.3203735E-02, -0.6004874E-01,  0.9456919E+00
  0.1704711E-01, -0.1646305E-01,  0.9561003E+00
  0.2307741E-01, -0.5663401E-02,  0.9463622E+00
  0.3606545E-01,  0.2992704E-01,  0.9527609E+00
 -0.3020253E-01,  0.8557229E-01,  0.9652662E+00
 -0.7952673E-01, -0.4512464E-02,  0.1094467E+01
 -0.9171916E-02, -0.8221292E-01,  0.1060897E+01
  0.4321082E-01, -0.5843364E-01,  0.1021893E+01
  0.8103919E-01, -0.1718391E-01,  0.1036129E+01
  0.5633886E-01,  0.6724434E-01,  0.1060485E+01
 -0.2893229E-01,  0.7694374E-01,  0.1083475E+01
  0.1829112E-01, -0.1356315E-01,  0.1107034E+01
  0.1829111E-01, -0.1356314E-01,  0.1107034E+01
  0.1829110E-01, -0.1356314E-01,  0.1107034E+01
  0.1829110E-01, -0.1356315E-01,  0.1107034E+01
  0.1829110E-01, -0.1356316E-01,  0.1107034E+01
  0.1829111E-01, -0.1356316E-01,  0.1107034E+01
  0.3507604E-01, -0.1586061E-01,  0.1101375E+01
  0.3507604E-01, -0.1586061E-01,  0.1101375E+01
  0.3507604E-01, -0.1586061E-01,  0.1101375E+01
  0.3507604E-01, -0.1586061E-01,  0.1101375E+01
  0.3507604E-01, -0.1586061E-01,  0.1101375E+01
  0.3507604E-01, -0.1586061E-01,  0.1101375E+01
  0.6400953E-01, -0.7690102E-02,  0.1026909E+01
  0.5245320E-01,  0.5030473E-01,  0.1043691E+01
 -0.1282317E-01,  0.1115111E+00,  0.1083328E+01
 -0.1192123E+00, -0.5675685E-01,  0.1119373E+01
 -0.1458292E-01, -0.7703282E-01,  0.1043294E+01
  0.3988790E-01, -0.5211411E-01,  0.1028017E+01
  0.3506063E-01, -0.8693378E-02,  0.9539555E+00
  0.3580644E-01,  0.4252403E-01,  0.9697868E+00
 -0.2046036E-01,  0.5515389E-01,  0.9627369E+00
 -0.7521185E-01, -0.7085567E-02,  0.9626413E+00
 -0.9708730E-02, -0.4748714E-01,  0.9655635E+00
  0.2479961E-01, -0.2797922E-01,  0.9550821E+00
 -0.9154309E-01, -0.3876409E-02,  0.9596774E+00
 -0.3288499E-02, -0.5870841E-01,  0.9471879E+00
  0.1674140E-01, -0.1613249E-01,  0.9569142E+00
  0.2265280E-01, -0.5596794E-02,  0.9475111E+00
  0.3535815E-01,  0.2936821E-01,  0.9538650E+00
 -0.2952160E-01,  0.8335503E-01,  0.9660649E+00
 -0.7797144E-01, -0.4495597E-02,  0.1092326E+01
 -0.9219540E-02, -0.8047713E-01,  0.1059570E+01
  0.4237024E-01, -0.5726398E-01,  0.1021573E+01
  0.7925913E-01, -0.1661376E-01,  0.1035248E+01
  0.5519022E-01,  0.6566710E-01,  0.1059042E+01
 -0.2836566E-01,  0.7537544E-01,  0.1081637E+01
  0.1793070E-01, -0.1320565E-01,  0.1104873E+01
  0.1793069E-01, -0.1320563E-01,  0.1104873E+01
  0.1793068E-01, -0.1320563E-01,  0.1104873E+01
  0.1793068E-01, -0.1320564E-01,  0.1104873E+01
  0.1793068E-01, -0.1320566E-01,  0.1104873E+01
  0.1793070E-01, -0.1320566E-01,  0.1104873E+01
  0.3413724E-01, -0.1544808E-01,  0.1099497E+01
  0.3413724E-01, -0.1544808E-01,  0.1099497E+01
  0.3413724E-01, -0.1544808E-01,  0.1099497E+01
  0.3413724E-01, -0.1544808E-01,  0.1099497E+01
  0.3413724E-01, -0.1544808E-01,  0.1099497E+01
  0.3413724E-01, -0.1544808E-01,  0.1099497E+01
  0.6284811E-01, -0.7543164E-02,  0.1026393E+01
  0.5141937E-01,  0.4939102E-01,  0.1042879E+01
 -0.1299668E-01,  0.1085877E+00,  0.1081675E+01
 -0.1160895E+00, -0.5394129E-01,  0.1116395E+01
 -0.1436708E-01, -0.7549825E-01,  0.1042566E+01
  0.3915116E-01, -0.5115589E-01,  0.1027452E+01
  0.3417097E-01, -0.8495510E-02,  0.9547838E+00
  0.3511567E-01,  0.4147224E-01,  0.9702296E+00
 -0.2012693E-01,  0.5425942E-01,  0.9635954E+00
 -0.7375163E-01, -0.6986604E-02,  0.9635235E+00
 -0.9501187E-02, -0.4657076E-01,  0.9662120E+00
  0.2419965E-01, -0.2717291E-01,  0.9558849E+00
 -0.8941833E-01, -0.3876643E-02,  0.9607875E+00
 -0.3365002E-02, -0.5740499E-01,  0.9486267E+00
  0.1644248E-01, -0.1581022E-01,  0.9577089E+00
  0.2223635E-01, -0.5529368E-02,  0.9486272E+00
  0.3466842E-01,  0.2882133E-01,  0.9549346E+00
 -0.2886111E-01,  0.8122078E-01,  0.9668410E+00
 -0.7645334E-01, -0.4476440E-02,  0.1090246E+01
 -0.9257606E-02, -0.7878864E-01,  0.1058280E+01
  0.4155074E-01, -0.5612478E-01,  0.1021258E+01
  0.7753132E-01, -0.1606923E-01,  0.1034395E+01
  0.5407052E-01,  0.6414035E-01,  0.1057646E+01
 -0.2781317E-01,  0.7384733E-01,  0.1079853E+01
  0.1757876E-01, -0.1286026E-01,  0.1102770E+01
  0.1757876E-01, -0.1286025E-01,  0.1102770E+01
  0.1757874E-01, -0.1286025E-01,  0.1102770E+01
